Comment_ID,Review_ID,Helpfullness Ratio,Author,Comment,Thumbs Up!,Thumbs Down,Question & Answer,Product Feature Discussion,"Irrelevant (e.g., arguing with one another)"
711,19,1,T. A. Hoffman,"Excellent!  Thank you for being so thorough and including hands-on examoles of the points being made.  I'm writing this on a Kindle, so U know how much I appreciate your fine work.",1,0,0,0,0
712,19,0,T. A. Hoffman,"Excellent!  Thank you for being so thorough and including hands-on examoles of the points being made.  I'm writing this on a Kindle, so U know how much I appreciate your fine work.",1,0,0,0,0
713,19,1,Ritesh,"Scott, you are a true GENIUS!!! :)  After reading your review and subsequent comments (130+ so far), I ordered Ipod Touch 32GB  last week and can't wait to get my hands on it (Checked Amazon Shipping Tracking 4 times already today ;) ) and Can't wait to use Line2, Skype or Vonage (whichever works better, and as I do call India a lot) and say good bye to my Tmobile $50/month or $780/year plan (after taxes) and move to $100/1000 min for a year pre paid plan or the $29.99/month or $400/year plan.  In this way, Ipod touch's cost will pay for itself. But I think we are still far from the days to say goodbye to expensive phone bills and can have truely just one device which does it all.",1,0,0,1,0
714,19,1,Kyle Le,"Scott, I understand that Skype does not work with Face Camera. So if I decide to buy this now and later they decide to make Face Camera available for Skype, all I have to do is update the Skype App right? This is a software and not a hardware issue? The same goes with Yahoo Messengers?",0,0,1,0,0
715,19,0,Scott Showalter,"Kyle, that is the idea, yes. It's a tragedy that Skype doesn't yet support the camera, but you can still be thankful to have Skype. Android still doesn't. ;)",0,0,1,0,0
716,19,0,Ann Pemberton,"The Sleep Cycle website recommends against using the app with the Touch:    ""Do you support the iPod Touch? No, we do not. This is because of limitations Apple has put on us developers. It is not possible for us to shut down the screen and keep the accelerometer running on the iPod Touch. With the screen being on all night the device can become warm. This is the only problem with Sleep Cycle on the iPod Touch and because of this we do not recommend using Sleep Cycle on the iPod Touch.   We will support the iPod Touch as soon as Apple gives us the possibility to shut off the screen without shutting down the accelerometer. Feel free to contact apple about this and maybe they will fix this problem in a future firmware version.""  Do you know if this problem has now been resolved with the new Touch?  There is no date on their FAQ nor do they specify which model.  Thanks!",0,0,1,1,0
717,19,0,L. Kiyomi kajiyama,"Kudos to you, Scott, for offering a very thorough review. I hope you are right about the front camera not being skype-ready as a software issue instead of a hardware issue. Would be nice if the Skype peeps were working on offering the app for it. I would expect at least iChat to work with the camera. Do you know if it does? Also, do you know if the video can be downloaded to my computer so I can use iMovie to edit the file? I'm curious to know if there's a maximum length for the video capture, too?",1,0,1,0,0
718,19,0,Richard E. Kelly Jr.,"Scott!  You DA MAN!!  I recently converted all of my IT gear in my house over to Apple.  I've been a PC guy for about 30 years and finally moved over to Apple.  Earlier this year, I bought my wife an iTouch, 32GB, but she didn't use it.  I recently bought her an iPhone4 and she's on it BIG time!  So, I ""kyped"" her iTouch to use in place of my old Palm Tungsten/e PDA and I'm really loving it.  Per your advice, I installed the following apps: Bargain Bin and App Shopper.  I'm going to download the Sleep Cycle Alarm Clock and, since I'm big into woodworking, iHandy Carpenter.  Your review was awesome and gave me a lot of insight as to how to use my iTouch, even though it's a 3rd generation device.  I don't want a camera on it anyway because I work on DoD installations that prohibit cameras in their restricted areas, and that includes cell phones with built-in cameras.  I've ordered MobileMe and will be using its capabilities for productivity uses.  Cheers!",1,0,0,1,0
719,19,0,Jan Moore,Can anyone tell me if there is any kind of bluetooth device you can use with the iPod Touch?  I have the second generation right now and I also have a Jabra bluetooth earpiece.  Is it possible to make these work together?,0,0,1,0,0
720,19,0,Jun Carlo Nino Nunz,omg. did you just wrote a book? thank you very much for the review.,1,0,0,0,0
721,19,0,Tracy RuggieroFuentes,"Thank you!  It sounds like it is a fun/great thing to have but only if you're in a wi-fi area.  In your experience, what would you say the percentage of wi-fi coverage is there in your area, just as an example.",0,0,1,0,0
722,19,0,Darcy Sensai,"Can you download iWork on the new iPod Touch, or is that only for the iPad?  Thanks very much!",0,0,1,0,0
723,19,0,Scott Showalter,"Absolutely Darcy. I'm mentioned it in the productivity section of my review:  ""Apple's own suite of productivity apps for the office, collectively called 'iWork', has been further refined for the iPhone and iPod touch.[...] I have found myself to be surprisingly productive when working on documents with it. There are three apps in all: Pages allows you to work on word processing documents. Numbers allows you to work on spreadsheets. Keynote lets you work on presentations and slideshows (including PowerPoint files).""  To elaborate a bit more, the interface layout and functionality of iWork for iPhone and iPod touch does differ slightly from its layout and functionality on the iPad, simply because the screens are smaller. But it still works great, especially on the retina display. :)",0,0,1,1,0
724,19,0,Darcy Sensai,Thank you very much for answering my question so promptly!  I'm seriously considering purchasing the new iTouch to use as an ultra-portable PDA/netbook-type device.  Your review is excellent.,1,0,0,0,0
725,19,0,shorechris,Great review and after reading I purchased the new 4g 32gb. I am having a problem that you may be able to assist me with. When I am on wifi the ipod won't load consistently. Sometimes when I do a search query I recieve this message 'Safari cannot open the page because the network connection was lost.'. I will then switch over to youtube and have no problems loading youtube videos immed after the error message. I have toggled the wifi off and back on with mixed results as I am able to pull up web pages sometimes. All of this is happening with great connection according to the amount of bars displayed on screen. If you have any ideas on how to resolve please let me know. I bought this mainly for the surfing abiltiy as I don't want to get tied into an expensive smart phone contract but need internet access when I am out and about and for skype when abroad.  Thanks Shorechris,1,0,1,0,0
726,19,0,shorechris,Great review and after reading I purchased the new 4g 32gb. I am having a problem that you may be able to assist me with. When I am on wifi the ipod won't load consistently. Sometimes when I do a search query I recieve this message 'Safari cannot open the page because the network connection was lost.'. I will then switch over to youtube and have no problems loading youtube videos immed after the error message. I have toggled the wifi off and back on with mixed results as I am able to pull up web pages sometimes. All of this is happening with great connection according to the amount of bars displayed on screen. If you have any ideas on how to resolve please let me know. I bought this mainly for the surfing abiltiy as I don't want to get tied into an expensive smart phone contract but need internet access when I am out and about and for skype when abroad.  Thanks Shorechris,1,0,0,0,0
727,19,0,Constructive Critic,"Thank you for your very comprehensive review.   I have a question though on the productivity section. I have been scanning through the app store, but cannot find any Pages, Numbers, or Keynote apps besides the ones on the ipad. So I was wonder what apps you were referring to.  Also, I am wondering whether the earbuds provided have the little remote and microphone.  Finally, would you recommend this over a netbook for students. For the ipod's price point, I can easily get a netbook for just a little more. I need something portable that I can word process on (not term paper length though), entertain myself with, and bring to classes everyday. Right now, I am leaning towards the netbook, but if the ipod touch is good in productivity, than I might consider it.  Thank you for the review and any advice provided would be appreciated.  CC",1,0,1,0,0
728,19,0,J. Deschenes,I have been thinking about getting the Ipod touch as an upgrade to my MP3 player.  I have been reading the reviews and liked what you had to tell people who have yet to get an Apple Ipod touch as an MP3 player.  I have question though.  I noticed in your review that it says one of the cons is that there isn't a usb 3.0 or wireless sync.  How do I get my songs transferred to the IPod touch from my mp3 player? Or am I going to have to start all over again purchasing them?  Uuugghhh................... that isn't something I'd look forward to.  Also I have windows 7 on my laptop and Windows XP on my pc.  Am I reading correctly that the Ipod touch doesn't work with either of those operating systems?,0,0,1,0,0
729,19,0,S. Chandran,"Well that was one long review!! It was very helpful. I'm planning to buy either an iphone or blackberry pretty soon, so do you think then this ipod touch would be a waste? I'm very bad with these things, so any feedback will be greatly appreciated!",1,0,1,0,0
730,19,0,BetsyR,"Again, thank you for this review and the updatings! I finally got my iPt yesterday and 'though still bemoaning the absence of ANY kind of manual - how does one use/save/edit or even start the video, for instance! - I find it so much better than the earlier incarnation of the iPt, including reading the screen. I am wondering how scratch proof is the glass? (I've ordered a skin (Skinomit http://tinyurl.com/2cpsag8) but yesterday at the Apple store got the Speck case <a href=""http://www.amazon.com/gp/product/B002HWRJ8U"">Speck Fitted Case for iPod touch 2G, 3G (Purple ""Cheery Plum"" Pattern)</a> which fits closely and I wonder if a skin would be desirable/necessary? (Fwiw, the Apple store has a different pattern and is list priced! Had I seen it here....) Now, on to exploring the apps you mentioned and searching, too, to see if there is an FM, as there is/Griffin for my old iPod Photo.",0,0,1,0,0
731,19,0,Mary Parker,"I am a total ""newbie"" with both Apple AND MP3 players. I am planning to travel for a few months next year all over the US and was wondering about this device. Your review answered so many questions and I THANK YOU so much for that. I say this as a preface for my dumb question of the day -- can you use this and get audio without those earbud thingys? They hurt my ears and always fall out! Or -- is there a small portable earpice that doesn't hurt and always fall out? Any advice would be appreciated!",1,0,1,0,0
732,19,0,JoAnn Horan,Thank you so much for your detail explanation....  I have a 7 year old girl.  I am looking for a great gift for the value....I thought of this item...8mg...what are your thoughts....jhoran2894@aol.com.,1,0,1,0,0
733,19,0,Nod Blinkin,Scott -      Thank you for taking the time to write your reviews.  They really are helpful.  I have last year's iTouch and I am tempted now with these new features but I am concerned that I cannot sync bothmy old iTouch and new one if I bought it to my computer. I would leave my music on the old one.  Is that a problem?  Also do you know who makes Apple's screens on the laptops?   I will look forward to your review on the new Mac Air.  BH,1,0,1,0,0
734,19,0,MWebb,"There is a VERY good manual tucked away in the ""bookmarks"" section of the Safari web browser. Just tap to open Bookmarks then scroll down and load the manual. Usually I skip the ""simple"" sections but don't do that in this case! You may know how to operate Windows but iOS on the iPod has it's own conventions! For example, for the past year I have been using ""pinch to zoom"" to widen the text on the NY Times in Safari so it is readable. Last night, though, with nothing else to do I was reading the manual and discovered that if you tap twice on an article you are trying to see, it automatically resizes to a nicely legible single column of text! Slick! Double tap again, and you get the whole page!  My daughter put a clear plastic ""sheet"" on the face of her iPod. It was invisible and barely noticeable, and did not affect performance. Held on by ""static cling"" really quite tightly, hard to peel off later. BUT I think Apple uses a special hard glass that doesn't scratch easily. My other daughter's iPod got really scratched on the back, but NO scratches on the glass. I use a microfiber drawstring eyeglass slip case (check them out at REI for example) to store my own iPod in; I use the Griffin FlexGrip Action case which has slight ""bumps"" at either end to make it easier to hold - the bumps shelter the camera lenses and help keep them clean. Unfortunately Amazon's assortment of cases isn't as deep as I expected, and I had to get my case at Best Buy.",0,0,0,1,0
735,19,0,Scott Showalter,"Nod Blinkin: Indeed, iTunes can sync more that one iPod, including music, but apps might be limited to one device or the other. I believe Foxconn is the manufacturer of all Apple components, including the screens, and yes... I'm already working on my MacBook Air review. ;)",0,0,1,1,0
736,19,0,BetsyR,"Great that you'll review the Air. I am hoping (hint, hint ;) ) that there'll be a comparison with the iPad as well as the MBP. Although I am holding off on an iPad until Gen2 I am very much tempted by the 13"" Air.",0,0,1,0,0
737,19,0,Scott Showalter,"BetsyR: Editing videos without the iMovie app is really only limited to trimming your clips. It's a bit tricky though. The trick is to find the visual time line at the top, when the video is playing, and then drag one side or the other to trim as desired. You can then save as a new clip, or save over the top of the existing clip.  For iMovie, you can watch this YouTube video for details on how that works: youtube.com/watch?v=CotWYEsNOII  Duly noted, about the Air review. I'll be sure to work something in for ya.",0,0,1,1,0
738,19,0,Tee,You wrote a very in-depth review and I appreciate it. Would you happen to know of a docking system that works with this newest model of the Ipod Touch?,0,0,1,0,0
739,19,0,Anicia Banks,Thanks for the review. I am considering getting the new model even though I have the last model apple put out.  I would just like to have the camera and video options. I hope it is worth it.,1,0,0,0,0
1761,68,0.25,kafman,"In my opinion, Apple is just a big scam. This company is there most of the time to sell a name rather than selling quality products; they love to get the consumer hocked and then start sucking every penny out of his/her pocket. Unfortunately, a lot of people fall for it.",0,1,0,0,0
1762,68,0.5,P. Colin McGraw,"Personally, I think Apple established a brand BECAUSE of the quality of their products. There's little denying that they've driven a lot of innovation in the tech world from smart phones to tablet PCs. They started the trends in design!  The Apple TV set top box hasn't revolutionized the market, it's true, but I do think it's a capable device that is a good choice for those who have a lot of iTunes media and iOS devices that support AirPlay and the Remote app.  To each his own, though, I suppose. I see strengths in products from many vendors, including Roku (and Apple).",1,0,0,0,0
1763,68,0,MARK,Do you know what the difference is between the XD and the XDS players? Besides the $20. price difference. Any help would appreciated....,0,0,1,0,0
1764,68,1,P. Colin McGraw,"The XDS picks up support for the 5 GHZ wireless N has extra video outputs if you don't want to use HDMI and has a USB input to play files off a hard disk or flash drive.  I use my XD for streaming internet video (Netflix, Amazon VOD), so the XDS ends up being overkill in my case.",0,0,1,0,0
1765,68,0,MARK,"thanks, would be overkill in my case also. Mark",0,0,1,0,0
1766,68,0,E. Stoddard,"Well, there are two types of people who use technology such as this:  1) Those who buy products for what they can get now, and 2) Those who buy products for what they will be able to get in the future.  I'm the latter type person.  I know much of Netflix's content is still SD but I do see that more of their content, as time passes, is binging offered in HD.  Too, it might be a while before 1080p HD is offered (720p HD is probably what they offer now, as opposed to 480i/p SD), but I have a 1080p HDTV, so why not a Ruko player that has that capability, too?  Not all TV channels broadcast in HD, but a lot do, therefore I have an HDTV.  Would not the same logic apply to the Roku XD or XDS when one has an HDTV?  Anyone with a regular TV would do best to just buy the Roku HD box, since it won't matter much if the content is SD or 720p.  Of course, folks with a 720p HDTV, which there are a lot of them out there (my daughter for example), could use either of the three, as they all do wireless connections, but only the XD and XDS come with remotes and N wireless capabilites for a stronger wireless connection.  Of course, for some price will be the primarily issue.  Either of the three should serve a customer well.  The Roku HD might be better used hard wired with an eithernet cable to one's router, however, for the best possible uninterrupted streaming of content.",0,0,1,0,0
1767,68,1,P. Colin McGraw,"I think you're right, though my position is that it will be years/decades before we get Blu Ray quality streams from home, so these devices are purchased for convenience more than quality. That's not to say the quality is terrible or anything, and it's not to say that media streamers aren't of value: I watch Netflix streaming almost daily, and certainly more frequently than I watch Blu Rays!",0,0,0,1,0
1768,68,0,E. Stoddard,"Well, Blu Ray quality would be 1080p.  Currently, many TV channels broadcast in 1080i, which almost no one can tell the difference between that and 1080p in video quality - your eye would have to be able to stop motion like a fast camera lens to see an difference.  HD technology is starting to take off, so the demand for the content will be there.    Too, Blu Ray players are beginning to sell much more now than every before.  Once customers learn they can play all their old DVDs on a Blu Ray player, then that is what they will upgrade to.",0,0,0,1,0
1769,68,1,Floyd Ian Slipp,"More of a question than a comment.  The manufacturer's copy states explicitly that Roku handles ""iTunes playlists,"" while your review states that iTunes features are given somewhat of a short shrift.  Can you expand a bit on that point?",0,0,1,0,0
1770,68,1,P. Colin McGraw,"@E. Stoddard - There's more to Blu-ray quality than 1080p resolution. Color depth and audio quality also come into play. To support the highest quality, bitrates of up to 40Mbps are needed, but ""1080p"" content from the internet maxes out at a bout 7Mbps. ",0,0,1,0,0
1771,68,0,P. Colin McGraw,@Floyd - Roku doesn't support streaming DRM iTunes video and these devices are all about video.,0,0,1,0,0
1772,68,1,E. Stoddard,"@Teton cowgirl:    I believe, besides the different wireless capabilities (Roku HD does 801.11g wireless protocol while the Roku XD does the faster 801.11n.  Too, you need an 801.11n router, though an 801.11g router would connect with it but the connectio",0,0,0,1,0
1773,68,0,E. Stoddard,"@P Colin:  Blu-ray is a type of disk.  The video quality that a 1080p HDTV can put out is maxed at 1080p, 1080 lines of video across the screen in progression.  You cannot see anything from a Blu-ray player better than that, 1080p.  Audio quality is also ",0,0,0,1,0
1774,68,0,E. Stoddard,"P. Colin McGraw says: @Floyd - Roku doesn't support streaming DRM iTunes video and these devices are all about video.  Blame Apple for that.  They have always, since before 1984, sold closed hardware and software systems.  They don't play well with others and never have.  They make great products but they are all about themselves.",0,0,0,1,0
1775,68,1,P. Colin McGraw,@E. Stoddard - I'm not sure you understand what I'm saying.   Resolution is just one piece of the picture quality puzzle. A 1080p Netflix image streamed at even 7Mbps will contain literally 5x less information than than some of the higher bitrate Blu-ray ,0,0,0,1,0
1776,68,0,E. Stoddard,"P. Colin McGraw says:  ""Resolution is just one piece of the picture quality puzzle. A 1080p Netflix image streamed at even 7Mbps will contain literally 5x less information than than some of the higher bitrate Blu-ray movies. In reality, I believe Netflix streams max out at around 4Mbps, so you're looking at about 9x less information. If you're the kind of person who cares about picture quality, the difference is absolutely noticeable.  See here to learn more about bitrates and why it matters. It's in the context of 720p iTunes downloads, but it still applies to 1080p Roku streams (just to a lesser degree): http://www.zdnet.com/blog/ou/why-hd-movie-downloads-are-a-big-lie/511?tag=mantle_skin;content  Also, I have no problem blaming Apple (and the movie industry) for annoying DRM, but it doesn't change the fact that Roku can't stream iTunes video.""  *****************************************<wbr>*************************  I agree with you about Blu-ray content quality, but it is rather a moot point, since I know I am not going to buy every Blu-ray disc out there for the content I want to watch.  I'm going to use Roku and Netflix, Amazon VOD and Hulu Plus to provide me content, much of which is in HD quality, just not Blu-ray HD quality.  That is fine with me.  What ever Netflix and others offer in quality is what I will get.  I understand this and the differences between a paid for Blu-ray disc for $20 or $30 per disc and Netflix content for about $9 a month.  The math is not hard to understand.  My intent has never been to discuss absolute quality of content, no matter the cost.    Secondly, if Apple did not require some sort of licensing fee Roku would probably have it available to customers, if, and I say if, there was a high demand for it from customers.  Apple could play with other but they do not do that part well.",0,0,0,1,0
1777,68,0,P. Colin McGraw,"I think I'm with you here. Roku (and other streamers) are good value and you can't beat the convenience, but there's a tradeoff in quality, though arguably not enough to matter for what you get.",1,0,0,0,0
1778,68,0,Scott,Netflix is 720p....that is all...they do not stream 1080p.  I do not know who does?  BluRay is 1080p (assuming you have a 1080 TV).  HD 720 is what you will see on Roku 1080p box from netflix or Amazon.  Very few HD just the same.  Netflix is still a nice service and the Roku is great.  I have the older HD with Wifi G.  It matches my TV which is 720.   7-10 Mbps to see the 720 at this point and 1080p will require more....hence that is a problem.  Why would time warner or other cable tv Co.s  want to give more....they sell movies on demand. The 1080p Roku will work great but you will only see 720 on Netflix and  Amazon.,0,1,0,0,0
1779,68,0,E. Stoddard,"There is actually a lot of content on Netflix that is HD.  About 50% of what I watch is in HD.    Broadcast TV has gone to 1080i HD on many local stations, so just because Netflix only does 720p HD does in not mean 1080p will not be available in the future.    I have a 1080p HDTV, so I purchased the Roku XD because I intended to use my eithernet connection, not wireless, but I still wanted the 1080p capability to match my 1080p HDTV.  During the Roku setup I was asked whether my TV was 480p, 720p or 1080p.  Does anyone know if the Roku HD asks the same during setup, or does it simply ask if one's TV is 480p or HD, meaning 720p?",1,0,1,0,0
1780,68,0,Ricardo Garcia,Great find!,1,0,0,0,0
1781,69,0,M. Erb,Concerning listening to radio... does that mean you have to have your TV on? Or is it possible to route the audio to a conventional audio amp using an auxillary jack?,0,0,1,0,0
1782,69,0,sheine,"There is only one output, RWY, in this model, I do not know about the more expensive model. I suppose you could route the audio outputs to your stereo system but then you could only get one station because normally you go to the Roku screen on your TV, select radiotime, and then pick your radio station.",0,1,0,0,0
1783,69,0,sheine,"With my setup, I must keep the TV on. Roku has a screen saver just like a computer. However, I would suggest that you call Roku to determine if there is a way to do what you want, their technical support is easy to reach and they are helpful.",0,0,0,1,0
1784,69,0,amznshopper,"How does one view Youtube videos on Roku?  The only thing I could find was the mobiletribe which you have to pay a subscription for.  I have the ROKU HD and I can play music from Pandora and MP3Tunes, and Liberty radio, once I select the channel on Roku I can turn the TV screen off and it plays through my surround sound.  If you have it hooked up to your TV speakers, then I would say you need to have the  TV on.",0,0,0,1,0
1785,69,1,M. Erb,"YouTube is available as a ""private channel."" There are many ""private channels"" available for Roku. In order to access them you need a special code. There is a website that has lots of these private channels listed along with the necessary codes and full instructions how to add them. http://thenowhereman.com/roku/",0,0,0,1,0
1786,69,1,P. Stein,"I'm a big Roku fan.  Not for radio though.  Buy an internet tuner, or an IPOD Touch.  I have both.  My Grace internet radio blows the sox off my IPOD for in home listening.   IPOD has the OOtunes app, which allows you to get thousands of stations.  Great app. But-it's so much easier to turn the dial on my Grace tuner.    Who wants to keep your TV on to listen to radio?  As one person said.  With the TV off, you can't change stations.",0,1,0,0,0
1787,69,0,ActionAndAdventure!,"Thanks M. Erb! I didn't know that it was possible to find YouTube (via any method) on RoKu. Most excellent. Is there any secret method for finding that ""channel?""",0,0,1,0,0
1788,70,1,R. Adams,Curious if you contacted Roku about this and if so what their response was.  TIA.,0,0,1,0,0
1789,70,1,T S Garcia,"I used to have lots of connection issues before they started the auto updates. After that, my two Roku players have been working flawlessly. I am planning on getting a third one now!",0,0,1,0,0
1790,70,0,R. Adams,That's very good to know.  Thanks very much for taking the time to post!,0,0,1,0,0
1791,70,0.6666667,E. Stoddard,"Justin may have just had a bad unit or the firmware upgrade was interrupted, which can happen with a wireless connection, a power serge or split second power interruption, which can happen almost anywhere.    It would be nice to know what Justin did - if he contacted Roku or not and what they suggested.  This issue will not stop me from buying a Roku XDS.  If I have a problem I will deal with Roku direct.  Too many good reviews to let one bad one stop me.",1,0,0,0,0
1792,70,0,R. Adams,Agreed...excellent reviews everywhere and a faulty product is bound to appear now and then.  Mine (late Christmas present to myself) will be here in a few days.  Really looking forward to using it!  I'll report back if I find any issues.  Happy New Year!,1,0,0,0,0
1793,70,1,T S Garcia,"Well, I just got my third unit, and like the other two, it is working without issues at all. I have a Roku XR, a Roku XD, and a Roku XDS, which is the last one I received. The three of them are pretty much the same when it comes to functionality. In case of an issue, don't worry, Roku will definitely take care of it!",1,0,0,0,0
1794,70,0,R. Adams,Great news!  Thanks for that.,1,0,0,0,0
1795,70,1,MARK,There is no difference between your XD and XDS? thx..,0,0,1,0,0
1796,70,0,R. Adams,Here's a link to the differences between the three different Roku models:  http://shop.roku.com/Roku-Digital-Video-Player-Options-W5.aspx,0,0,1,0,0
1797,70,0,MARK,"thx, that answered my question well",0,0,1,0,0
1798,70,1,T S Garcia,"The XDS has dual-band wireless technology, which I don't need because my router uses 802.11n technology like most of the routers do. It also has component video and optical audio outputs, which I don't need either, since I use HD cables. It has a USB port too, in case you want to watch your pictures. The HD- XR, the first unit that I bought, also has this feature, and I haven't really used it. I don't really think those are major differences to make someone spend $20.00 extra in the XDS over the XD.",0,1,0,0,0
1799,70,0,R. Adams,Unless of course they have to have (or want) one or more of those features.,1,0,0,0,0
1800,70,0,E. Stoddard,"@T S Garcia:  I agree.  I just have an 802.11g router and don't see that I will go to 802.11n dual band.  Maybe 802.11n sometime, but right now, since I live alone in an apartment, I just plan to hard wire from my router with an eithernet cable to the Rok",1,0,0,0,0
1801,70,0,Christine M. Kunert,Does the basic ROKU HD work okay?  I heard the 1080p is overdrive because Netflix is lower.,0,0,1,0,0
1802,70,0,E. Stoddard,"Don't know about the Roku HD.  I purchased the Roku XD for the wireless 801.11n capability, which is faster than the Roku HD's 801.11g, though in my current apartment I have it hard wired via ethernet cable to my router.  The 1080p capability is just a plus.  Content providers may offer 1080p in the future.    I know when I setup the Roku XD it asked me what kind of TV I had - 480p (Standard Definition), 720p (HD) or 1080p (Better HD).  My question to any Roku HD owner is does the setup for that box ask the same questions about the type of TV?  At any rate, I get about half of my Netflix programs, the ones I watch, in HD format with the Roku.  I was originally using my Wii to stream Netflix but it only offers standard definition, no HD.  I assume the Xbox 360 would also offer only standard definition.  My Roku XD is better than my Wii in standard definition and has better sound, and it can do HD.",0,0,1,1,0
1803,70,0,Ali Golji,I bought one on ebay auction and have experienced freezing of the screen first for a few seconds and gradually got to the point I had to stop and start over again. It was after reading Hustin's comment that I realized it is the  software problem. I'll be reading more about Roku and if more promissing I shall replace the sony. I really have a feeling that we are conditioned to Sony name no matter what junk they push on us. Thanks Justin. Ali,1,0,0,0,0
1804,70,0,E. Stoddard,"@Ali Golji (and interested readers):    My Roku has locked up (froze) twice during my first month of ownership (January 2011). Once while watching an Amazon On Demand movie and once while watching a Hulu + episode.  Has not done so in Netflix yet, but Net",0,1,0,0,0
1805,70,0,Rebekah Kodrin,"This might have been helpful if Justin had offered a link to the ""avsforums"" thread, as he suggested. I tried to find it at several sites, avs.com, avsforums.com, did a couple of searches, etc., but was unable to find any that mentioned the Roky XD. I would really have liked knowing what steps Justin too to try to resolve the issue - was Roku contacted? Did he talk to somebody at Radio Shack or Best Buy - they MIGHT have been able to help. I'm always very careful to read both positive and negative reviews, so I'm a little disappointed that this one didn't give me more details. Guess I'll keep looking at other reviews and see if any others mention the same issue! Thanks anyway, Justin.",0,0,1,0,0
1806,70,0,E. Stoddard,"@Rebekah Kodrin:   When a reviewer doesn't give much in the way of details, I figure they either don't know how to use the product or are too impatient to find a solution, if they don't.  Most negative reviews are very spare with the details.  Because of ",0,1,0,0,0
1807,70,0,S. Gerber,"A quickie. My TV (Toshiba 37e200u, brand new) only receives 1080i. You said the 1080 choice was 1080p. Is that a problem for me?  Thanks ... Sam  EDITED: Sorry, stupid question. My TV does support 1080P; Comcast only supports 1080i.",0,0,1,0,0
1808,70,0,E. Stoddard,"I thought it odd that 1080i (interlaced) would still be out there when almost all HDTVs are either 720p (progressive) or 1080p.  If you had a 1080i HDTV, which I did have an old one that is now my son's, you would still hook it up as a 1080p, I believe, during setup.  The Roku setup asks what kind of TV you have, 480p (Standard Definition), 720p (HD) or 1080p (higher definition HD).  Choosing 1080p when you have a 1080i HDTV should not really matter, as the best HD Netflix does currently is 720p.  I don't believe any other content vendors offer better than that at the moment.  That might change in the future, as all things do.    Comcast, as you said, has several stations that broadcast their HD content in 1080i.  That is not to say that Comcast, itself, could not handle 1080p content over it's cable.  1080i is probably easier, cheaper and uses less bandwidth than full 1080p, I would guess.  Don't know, but broadcasters have stayed with 1080i, which is very high definition and almost indistinguishable from 1080p.",0,0,1,1,0
1809,70,0,S. Gerber,"E. Stoddard, I was able to get into the service panel of the DVR from Comcast and it lists the various resolutions that can be selected and 1080P isn't one of them. It starts at 1080i and goes down to 480i and 480p. I don't know more than this. I believe I've Googled some postings which indicate that Comcast only supports 1080i, not 1080p, but I wouldn't bet a fortune on this.  Thanks ... Sam",0,0,1,1,0
1810,70,0,E. Stoddard,"@ S. Gerber:    Okay, Comcast cable boxes and DVRs many currently handle only 1080i, but just as the Roku handles 1080p, these Comcast devices could, in the future, be made to handle 1080p, if their cable network called for it.  Currently, 1080i is the hi",0,0,1,1,0
1811,71,0.5,J. Johnson,"John, could you assist?  Could you help re. turning off the ""traffic"" feature in regard to not having the FM traffic warning-notification?  Thanks, James",0,0,1,0,0
1812,71,0.5,Y. Kuo,I'm wondering...do the ads on the traffic function makes the unit operate any slower?  Thanks,0,0,1,0,0
1813,71,1,D. Nguyen,"hi john.  i have a treo 750 with windows mobile 5 and the phonebook doesn't work per se.  i've found that it can pull the speed dial/favorites list, though.  so as much as you can save as a speed dial, you should be able to pull this up on the phonebook",0,0,1,0,0
1814,71,0.6666667,R. Mojica,"Thanks for the awesome review, John.  I also have a Verizon XV6900 and am contemplating this GPS, but the bluetooth quality and capability is the make or break feature for me.  Have you found a fix to the phone book issue?  Thanks again!",1,0,1,0,0
1815,71,1,R. Fajarda,"Hi. The very thick double power cable is for the FM transmitter for traffic. If you don't need the traffic feature of your 265WT you can purchase a regular (i.e., thinner) cable from Garmin without the FM Transmitter. I recently got my 265WT to replace my not-too-old Nuvi 350. So as soon as I opened the box, I just plugged the old garmin cable that came with my Nuvi 350 to the 265WT and it worked but with no traffic info.",1,0,0,1,0
1816,71,0.3,B. Berman,"I just ordered one of these because I could, but I must take exception to the 'Mio-bashing' of this poster.  As my first portable Auto GPS, I've had a Mio Moov 200 since 8/08 and it has served it purpose well.  It's especially fast on acquiring satellites, recalculating routes, and the text-to-speech is very good.  Inputting data is not especially fast, but what do you expect for the money?  Once I save a location to Favorites, things are set for the future.  Scrolling through Favorites, though, takes a bit of time if your list is long, but you can start at the beginning or end at the get-go and go up or down from there.  Mio Moov 200 is a very good navigator.  I keep mine charging in the car.  If I leave it on without charging, the battery still works and has not 'died' on me after nine months.  CR should have tested the Mio Moov.  I was steered to this Garmin due to their report on the 265T, and reviews here.  Amazon took my order, and it's a good price presently.  I look forward to receiving this Garmin 265TW.",0,1,0,0,0
1817,71,0,james kohut,"Thank you for your comment.  It would seem that the thick double power cable for the FM transmitter and its associated software might put some drag on the unit's 333 Mhz. processor. I'm wondering if switching cables would result in faster processing speeds in the mapping/navigation functions in this unit.  Also, did you loose the bluetooth function when switched cables? I'd be interested in your observations.",0,0,1,0,0
1818,71,0,Rita Harris,"I had a Nuvi 260 which was stolen from my car, and I'm looking to replace it with this model.  The only problem with the old one was that at times it took up to 15 minutes to acquire the satelite.  Is that ever a problem with this one?",0,0,1,0,0
